Time,Symbol,Funding Interval,Funding Rate
2021-12-15 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-15 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-14 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-14 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-14 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-13 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-13 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-13 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-12 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-12 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-12 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-11 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-11 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-11 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-10 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-10 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-10 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-09 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-09 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-09 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-08 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-08 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-08 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-07 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-07 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-07 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-06 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-06 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-06 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-05 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-05 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-05 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-04 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-04 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-04 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-03 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-03 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-03 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-02 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0194%
2021-12-02 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-02 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-01 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0111%
2021-12-01 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-12-01 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-30 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0265%
2021-11-30 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-30 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-29 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-29 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-29 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-28 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-28 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-28 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-27 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-27 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-27 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-26 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-26 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-26 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0450%
2021-11-25 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0260%
2021-11-25 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0238%
2021-11-25 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-24 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-24 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-24 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-23 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-23 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-23 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-22 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-22 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-22 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2021-11-21 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
